,Script_Index,Phrase,Tokens,Nbr_tokens,Type_voix,Genre,Script_Original
0,0,Wou !,['wou'],1,Acteur,Homme,"L'homme (1) : "" Wou !
 (1) ... On va où Monsieur ?
 L'homme (2) : "" Dans le 15ème ! ""
 (1) ... Ça m'arrange pas des masses ! Je veux bien aller à bon port, mais vous me dites bon port ...
 La femme (3) : "" Mais bon port c'est une expression ! 
 (1) ... J'ai vraiment mieux à vous proposer.
 (3) ... C'est une blague ! ""
(1) ... Yes or no ?
 L'homme (4) : "" No ! ""
 L'homme (5) : "" Non, non je rigole pas parce qu'après c'est long ! ""
 (1) ... Vous aimez l'aventure ?
 La femme (6) : "" L'aventure ? ""
 La femme (7) : "" On est tombé sur un artiste ! ""
 La femme (8) : "" C'est pas là le chemin, non ! ""
 (1) ... Je voulais vous proposer un truc c'est dommage !
 (1) ... Et vous, vous allez oser ? """
1,0,Dans le 15ème !,"['dans', 'le', '15èm']",3,Acteur,Homme,"L'homme (1) : "" Wou !
 (1) ... On va où Monsieur ?
 L'homme (2) : "" Dans le 15ème ! ""
 (1) ... Ça m'arrange pas des masses ! Je veux bien aller à bon port, mais vous me dites bon port ...
 La femme (3) : "" Mais bon port c'est une expression ! 
 (1) ... J'ai vraiment mieux à vous proposer.
 (3) ... C'est une blague ! ""
(1) ... Yes or no ?
 L'homme (4) : "" No ! ""
 L'homme (5) : "" Non, non je rigole pas parce qu'après c'est long ! ""
 (1) ... Vous aimez l'aventure ?
 La femme (6) : "" L'aventure ? ""
 La femme (7) : "" On est tombé sur un artiste ! ""
 La femme (8) : "" C'est pas là le chemin, non ! ""
 (1) ... Je voulais vous proposer un truc c'est dommage !
 (1) ... Et vous, vous allez oser ? """
2,0,Mais bon port c'est une expression !,"['mais', 'bon', 'port', 'ce', 'être', 'un', 'expression']",7,Acteur,Femme,"L'homme (1) : "" Wou !
 (1) ... On va où Monsieur ?
 L'homme (2) : "" Dans le 15ème ! ""
 (1) ... Ça m'arrange pas des masses ! Je veux bien aller à bon port, mais vous me dites bon port ...
 La femme (3) : "" Mais bon port c'est une expression ! 
 (1) ... J'ai vraiment mieux à vous proposer.
 (3) ... C'est une blague ! ""
(1) ... Yes or no ?
 L'homme (4) : "" No ! ""
 L'homme (5) : "" Non, non je rigole pas parce qu'après c'est long ! ""
 (1) ... Vous aimez l'aventure ?
 La femme (6) : "" L'aventure ? ""
 La femme (7) : "" On est tombé sur un artiste ! ""
 La femme (8) : "" C'est pas là le chemin, non ! ""
 (1) ... Je voulais vous proposer un truc c'est dommage !
 (1) ... Et vous, vous allez oser ? """
3,0,No !,['no'],1,Acteur,Homme,"L'homme (1) : "" Wou !
 (1) ... On va où Monsieur ?
 L'homme (2) : "" Dans le 15ème ! ""
 (1) ... Ça m'arrange pas des masses ! Je veux bien aller à bon port, mais vous me dites bon port ...
 La femme (3) : "" Mais bon port c'est une expression ! 
 (1) ... J'ai vraiment mieux à vous proposer.
 (3) ... C'est une blague ! ""
(1) ... Yes or no ?
 L'homme (4) : "" No ! ""
 L'homme (5) : "" Non, non je rigole pas parce qu'après c'est long ! ""
 (1) ... Vous aimez l'aventure ?
 La femme (6) : "" L'aventure ? ""
 La femme (7) : "" On est tombé sur un artiste ! ""
 La femme (8) : "" C'est pas là le chemin, non ! ""
 (1) ... Je voulais vous proposer un truc c'est dommage !
 (1) ... Et vous, vous allez oser ? """
4,0,"Non, non je rigole pas parce qu'après c'est long !","['non', 'non', 'je', 'rigole', 'pas', 'parce', 'que', 'après', 'ce', 'être', 'long']",11,Acteur,Homme,"L'homme (1) : "" Wou !
 (1) ... On va où Monsieur ?
 L'homme (2) : "" Dans le 15ème ! ""
 (1) ... Ça m'arrange pas des masses ! Je veux bien aller à bon port, mais vous me dites bon port ...
 La femme (3) : "" Mais bon port c'est une expression ! 
 (1) ... J'ai vraiment mieux à vous proposer.
 (3) ... C'est une blague ! ""
(1) ... Yes or no ?
 L'homme (4) : "" No ! ""
 L'homme (5) : "" Non, non je rigole pas parce qu'après c'est long ! ""
 (1) ... Vous aimez l'aventure ?
 La femme (6) : "" L'aventure ? ""
 La femme (7) : "" On est tombé sur un artiste ! ""
 La femme (8) : "" C'est pas là le chemin, non ! ""
 (1) ... Je voulais vous proposer un truc c'est dommage !
 (1) ... Et vous, vous allez oser ? """
5,0,L'aventure ?,"['le', 'aventure']",2,Acteur,Femme,"L'homme (1) : "" Wou !
 (1) ... On va où Monsieur ?
 L'homme (2) : "" Dans le 15ème ! ""
 (1) ... Ça m'arrange pas des masses ! Je veux bien aller à bon port, mais vous me dites bon port ...
 La femme (3) : "" Mais bon port c'est une expression ! 
 (1) ... J'ai vraiment mieux à vous proposer.
 (3) ... C'est une blague ! ""
(1) ... Yes or no ?
 L'homme (4) : "" No ! ""
 L'homme (5) : "" Non, non je rigole pas parce qu'après c'est long ! ""
 (1) ... Vous aimez l'aventure ?
 La femme (6) : "" L'aventure ? ""
 La femme (7) : "" On est tombé sur un artiste ! ""
 La femme (8) : "" C'est pas là le chemin, non ! ""
 (1) ... Je voulais vous proposer un truc c'est dommage !
 (1) ... Et vous, vous allez oser ? """
6,0,On est tombé sur un artiste !,"['on', 'être', 'tomber', 'sur', 'un', 'artiste']",6,Acteur,Femme,"L'homme (1) : "" Wou !
 (1) ... On va où Monsieur ?
 L'homme (2) : "" Dans le 15ème ! ""
 (1) ... Ça m'arrange pas des masses ! Je veux bien aller à bon port, mais vous me dites bon port ...
 La femme (3) : "" Mais bon port c'est une expression ! 
 (1) ... J'ai vraiment mieux à vous proposer.
 (3) ... C'est une blague ! ""
(1) ... Yes or no ?
 L'homme (4) : "" No ! ""
 L'homme (5) : "" Non, non je rigole pas parce qu'après c'est long ! ""
 (1) ... Vous aimez l'aventure ?
 La femme (6) : "" L'aventure ? ""
 La femme (7) : "" On est tombé sur un artiste ! ""
 La femme (8) : "" C'est pas là le chemin, non ! ""
 (1) ... Je voulais vous proposer un truc c'est dommage !
 (1) ... Et vous, vous allez oser ? """
7,0,"C'est pas là le chemin, non !","['ce', 'être', 'pas', 'là', 'le', 'chemin', 'non']",7,Acteur,Femme,"L'homme (1) : "" Wou !
 (1) ... On va où Monsieur ?
 L'homme (2) : "" Dans le 15ème ! ""
 (1) ... Ça m'arrange pas des masses ! Je veux bien aller à bon port, mais vous me dites bon port ...
 La femme (3) : "" Mais bon port c'est une expression ! 
 (1) ... J'ai vraiment mieux à vous proposer.
 (3) ... C'est une blague ! ""
(1) ... Yes or no ?
 L'homme (4) : "" No ! ""
 L'homme (5) : "" Non, non je rigole pas parce qu'après c'est long ! ""
 (1) ... Vous aimez l'aventure ?
 La femme (6) : "" L'aventure ? ""
 La femme (7) : "" On est tombé sur un artiste ! ""
 La femme (8) : "" C'est pas là le chemin, non ! ""
 (1) ... Je voulais vous proposer un truc c'est dommage !
 (1) ... Et vous, vous allez oser ? """
8,1,85 000 conducteurs vivent la sensation ...,"['85', '000', 'conducteur', 'vivre', 'le', 'sensation']",6,Voix-off,Homme,"Voix homme : "" 85 000 conducteurs vivent la sensation ...
 ... 100% électrique au volant de la nouvelle NISSAN LEAF.
 
 ... Rejognez un nouveau courant, et dites adieu à l'essence.
 
 ... Nouvelle NISSAN LEAF 100% électrique à partir de 169€ par mois. """
9,2,C'est votre voiture ?,"['ce', 'être', 'votre', 'voiture']",4,Acteur,Femme,"La femme (1) : "" C'est votre voiture ?
 L'homme (2) : "" Oui !
 (1) ... On peut dire que vous avez une chance extraordinaire.
 (2) ... Ah oui ! Une chance incroyable !
 (2) ... Elle est complètement foutue !
 (1) ... Mais quand on voit ça, c'est surtout vous qui avez eu de la chance !
 (2) ... Ah oui, oui ! Elle est bonne pour la casse !
 (2) ... Oh ! Le bol !
 (2) ... Merci, merci !
 Voix femme (3) : "" C'est le moment de profiter des offres qui tombent à pic.
 (3) ... CITROEN C3 vitamine climatisée est à seulement 9 990 euros. """
10,2,Oui !,['oui'],1,Acteur,Homme,"La femme (1) : "" C'est votre voiture ?
 L'homme (2) : "" Oui !
 (1) ... On peut dire que vous avez une chance extraordinaire.
 (2) ... Ah oui ! Une chance incroyable !
 (2) ... Elle est complètement foutue !
 (1) ... Mais quand on voit ça, c'est surtout vous qui avez eu de la chance !
 (2) ... Ah oui, oui ! Elle est bonne pour la casse !
 (2) ... Oh ! Le bol !
 (2) ... Merci, merci !
 Voix femme (3) : "" C'est le moment de profiter des offres qui tombent à pic.
 (3) ... CITROEN C3 vitamine climatisée est à seulement 9 990 euros. """
11,3,C'est votre voiture ?,"['ce', 'être', 'votre', 'voiture']",4,Acteur,Femme,"La femme (1) : "" C'est votre voiture ?
 L'homme (2) : "" Oui !
 (1) ... On peut dire que vous avez une chance extraordinaire.
 (2) ... Ah oui ! Une chance incroyable !
 (2) ... Elle est complètement foutue !
 (1) ... Mais quand on voit ça, c'est surtout vous qui avez eu de la chance !
 (2) ... Ah oui, oui ! Elle est bonne pour la casse !
 (2) ... Oh ! Le bol !
 (2) ... Merci, merci !
 Voix femme (3) : "" C'est le moment de profiter des offres qui tombent à pic.
 (3) ... CITROEN C4 vitamine climatisée est à seulement 12 990 euros. """
12,3,Oui !,['oui'],1,Acteur,Homme,"La femme (1) : "" C'est votre voiture ?
 L'homme (2) : "" Oui !
 (1) ... On peut dire que vous avez une chance extraordinaire.
 (2) ... Ah oui ! Une chance incroyable !
 (2) ... Elle est complètement foutue !
 (1) ... Mais quand on voit ça, c'est surtout vous qui avez eu de la chance !
 (2) ... Ah oui, oui ! Elle est bonne pour la casse !
 (2) ... Oh ! Le bol !
 (2) ... Merci, merci !
 Voix femme (3) : "" C'est le moment de profiter des offres qui tombent à pic.
 (3) ... CITROEN C4 vitamine climatisée est à seulement 12 990 euros. """
13,4,C'est votre voiture ?,"['ce', 'être', 'votre', 'voiture']",4,Acteur,Femme,"La femme (1) : "" C'est votre voiture ?
 L'homme (2) : "" Oui !
 (1) ... On peut dire que vous avez une chance extraordinaire.
 (2) ... Ah oui ! Une chance incroyable !
 (2) ... Elle est complètement foutue !
 (1) ... Mais quand on voit ça, c'est surtout vous qui avez eu de la chance !
 (2) ... Ah oui, oui ! Elle est bonne pour la casse !
 (2) ... Oh ! Le bol !
 (2) ... Merci, merci !
 Voix femme (3) : "" C'est le moment de profiter des offres qui tombent à pic.
 (3) ... CITROEN C1 vitamine climatisé est à seulement 7 790 euros. """
14,4,Oui !,['oui'],1,Acteur,Homme,"La femme (1) : "" C'est votre voiture ?
 L'homme (2) : "" Oui !
 (1) ... On peut dire que vous avez une chance extraordinaire.
 (2) ... Ah oui ! Une chance incroyable !
 (2) ... Elle est complètement foutue !
 (1) ... Mais quand on voit ça, c'est surtout vous qui avez eu de la chance !
 (2) ... Ah oui, oui ! Elle est bonne pour la casse !
 (2) ... Oh ! Le bol !
 (2) ... Merci, merci !
 Voix femme (3) : "" C'est le moment de profiter des offres qui tombent à pic.
 (3) ... CITROEN C1 vitamine climatisé est à seulement 7 790 euros. """
15,5,"Pas de montant central, pas d'obstacle.","['pas', 'de', 'montant', 'central', 'pas', 'de', 'obstacle']",7,Voix-off,Homme,"Voix homme : "" Pas de montant central, pas d'obstacle.
 ... FORD B-MAX, avec système de portes Easy Access.
 
 
 
 ... A partir de 12990 euros sans condition de reprise. """
16,8,TOYOTA.,['toyota'],1,Voix-off,Femme,"Voix homme (1) : "" Le monde de demain ne sera meilleur que si la technologie automobile y participe.
 
 (1) ... C'est pour cela, qu'en janvier 2014, TOYOTA double le bonus écologique sur l'AURIS HYBRIDE.
 (1) ... Soit jusqu'à 4 000 € d'économie.  ""
Voix femme : "" TOYOTA. """
17,9,TOYOTA.,['toyota'],1,Voix-off,Femme,"Voix homme (1) : "" Le monde de demain ne sera meilleure que si la technologie automobile y participe.
 
 (1) ... C'est pour cela, qu'en janvier 2014, TOYOTA double le bonus écologique sur la YARIS HYBRIDE.
 (1) ... Soit une économie de 3 300 €.  ""
Voix femme : "" TOYOTA. """
18,10,"Rien ne vous arrête, ne cherchez plus jamais vos clés.","['rien', 'ne', 'vous', 'arrêter', 'ne', 'chercher', 'plus', 'jamais', 'votre', 'clé']",10,Voix-off,Femme,"Voix femme : "" Rien ne vous arrête, ne cherchez plus jamais vos clés.
 ... Nouvelle NISSAN MICRA, avec système d'ouverture et de démarrage sans clé.
 
 ... Pendant les déclics NISSAN, ...
 ... la nouvelle NISSAN MICRA est à 129 € par mois, sans apport et sans conditions.
 ... Et jusqu'au 20 janvier, profitez d'une offre de financements exceptionnelle ...   
 ... sur une sélection de modèles NISSAN. """
19,11,"NISSAN vous présente, le tout nouveau NISSAN NOTE.","['nissan', 'vous', 'présent', 'le', 'tout', 'nouveau', 'nissan', 'note']",8,Voix-off,Homme,"Voix homme : "" NISSAN vous présente, le tout nouveau NISSAN NOTE.
 ... Il peut voir, ce que vous ne pouvez pas voir.
 ... Il peut détecter ce que vous ne pouvez pas détecter. 
 ... Et il peut même vous aider à éviter le danger pour que vous puissiez tout affronter.
 ... Nouveau NISSAN NOTE, un concentré d'innovation pour une conduite plus sûre.
 
 ... pendant les Déclics NISSAN, le nouveau NISSAN NOTE est à seulement 149 € par mois ...
 ... sans apport et sans condition.
 ... Et jusqu'au 20 janvier, profitez d'une offre de financement exceptionnelle sur une sélection de modèles. ""NISSAN. """
20,12,Les sensations au volant d'une PEUGEOT sont uniques.,"['le', 'sensation', 'au', 'volant', 'de', 'un', 'peugeot', 'être', 'unique']",9,Voix-off,Femme,"Voix femme : "" Les sensations au volant d'une PEUGEOT sont uniques.
 ... Vous aussi, ...
 ... venez faire un essai et profitez de l'offre exceptionnelle TVA à 0% sur toute la gamme PEUGEOT. """
21,14,On peut dire que vous avez une chance extraordinaire.,"['on', 'pouvoir', 'dire', 'que', 'vous', 'avoir', 'un', 'chance', 'extraordinaire']",9,Acteur,Femme,"La femme (1) : "" On peut dire que vous avez une chance extraordinaire.
 L'homme (2) : "" Ah oui ! Une chance incroyable !
 
 (2) ... Elle est bonne pour la casse !
 (2) ... Oh ! Le bol !
 (2) ... Merci !
Voix femme (3) : "" C'est le moment de profiter des offres qui tombent à pic.
 (3) ... CITROEN C3 vitamine climatisée est à seulement 9 990 euros. """
22,14,Ah oui ! Une chance incroyable !,"['ah', 'oui', 'un', 'chance', 'incroyable']",5,Acteur,Homme,"La femme (1) : "" On peut dire que vous avez une chance extraordinaire.
 L'homme (2) : "" Ah oui ! Une chance incroyable !
 
 (2) ... Elle est bonne pour la casse !
 (2) ... Oh ! Le bol !
 (2) ... Merci !
Voix femme (3) : "" C'est le moment de profiter des offres qui tombent à pic.
 (3) ... CITROEN C3 vitamine climatisée est à seulement 9 990 euros. """
23,17,On peut dire que vous avez une chance extraordinaire.,"['on', 'pouvoir', 'dire', 'que', 'vous', 'avoir', 'un', 'chance', 'extraordinaire']",9,Acteur,Femme,"La femme (1) : "" On peut dire que vous avez une chance extraordinaire.
 L'homme (2) : "" Ah oui ! Une chance incroyable !
 
 (2) ... Elle est bonne pour la casse !
 (2) ... Oh ! Le bol !
 (2) ... Merci !
Voix femme (3) : "" C'est le moment de profiter des offres qui tombent à pic.
 (3) ... CITROEN C4 vitamine climatisé est à seulement 12 990 euros. """
24,17,Ah oui ! Une chance incroyable !,"['ah', 'oui', 'un', 'chance', 'incroyable']",5,Acteur,Homme,"La femme (1) : "" On peut dire que vous avez une chance extraordinaire.
 L'homme (2) : "" Ah oui ! Une chance incroyable !
 
 (2) ... Elle est bonne pour la casse !
 (2) ... Oh ! Le bol !
 (2) ... Merci !
Voix femme (3) : "" C'est le moment de profiter des offres qui tombent à pic.
 (3) ... CITROEN C4 vitamine climatisé est à seulement 12 990 euros. """
25,18,On peut dire que vous avez une chance extraordinaire.,"['on', 'pouvoir', 'dire', 'que', 'vous', 'avoir', 'un', 'chance', 'extraordinaire']",9,Acteur,Femme,"La femme (1) : "" On peut dire que vous avez une chance extraordinaire.
 L'homme (2) : "" Ah oui ! Une chance incroyable !
 
 (2) ... Elle est bonne pour la casse !
 (2) ... Oh ! Le bol !
 (2) ... Merci !
Voix femme (3) : "" C'est le moment de profiter des offres qui tombent à pic.
 (3) ... CITROEN C1 vitamine climatisé est à seulement 7 790 euros. """
26,18,Ah oui ! Une chance incroyable !,"['ah', 'oui', 'un', 'chance', 'incroyable']",5,Acteur,Homme,"La femme (1) : "" On peut dire que vous avez une chance extraordinaire.
 L'homme (2) : "" Ah oui ! Une chance incroyable !
 
 (2) ... Elle est bonne pour la casse !
 (2) ... Oh ! Le bol !
 (2) ... Merci !
Voix femme (3) : "" C'est le moment de profiter des offres qui tombent à pic.
 (3) ... CITROEN C1 vitamine climatisé est à seulement 7 790 euros. """
27,19,Nos engagements pour vous.,"['notre', 'engagement', 'pour', 'vous']",4,Voix-off,Homme,"Voix homme : "" Nos engagements pour vous.
 ... KIA, le pouvoir de surprendre. """
28,20,Démarrer en pente peut être bien plus risqué ...,"['démarrer', 'en', 'pente', 'pouvoir', 'être', 'bien', 'plus', 'risquer']",8,Voix-off,Femme,"Voix femme : "" Démarrer en pente peut être bien plus risqué ...
 ... qu'on ne l'imagine.
 ... CITROEN C4 avec aide au démarrage en pente et contrôle de traction intelligent. """
29,21,"Nouvelle RENAULT MEGANE, jusqu'à 1700 km d'autonomie. Tout le monde ne peut pas suivre...","['nouveau', 'renault', 'megane', 'jusque', 'à', '1700', 'kilomètre', 'de', 'autonomie', 'tout', 'le', 'monde', 'ne', 'pouvoir', 'pas', 'suivre']",16,Voix-off,Homme,"Voix homme : "" Nouvelle RENAULT MEGANE, jusqu'à 1700 km d'autonomie. Tout le monde ne peut pas suivre... 
 
 
 ... Nouvelle MEGANE LIMITED dCi à partir de 17290 euros. Portes ouvertes du 16 au 20 janvier. """
30,22,Démarrer en pente peut être bien plus risqué qu'on ne l'imagine.,"['démarrer', 'en', 'pente', 'pouvoir', 'être', 'bien', 'plus', 'risquer', 'que', 'on', 'ne', 'le', 'imaginer']",13,Voix-off,Femme,"Voix femme : "" Démarrer en pente peut être bien plus risqué qu'on ne l'imagine.
 ... CITROEN C4 avec aide au démarrage en pente et contrôle de traction intelligent. 
 
 
 ... CITROEN C4 VITAMINE avec climatisation et radio-CD est à seulement 12990€. """
31,23,"Nouvelle RENAULT MEGANE, jusqu'à 1700 km d'autonomie. Tout le monde ne peut pas suivre...","['nouveau', 'renault', 'megane', 'jusque', 'à', '1700', 'kilomètre', 'de', 'autonomie', 'tout', 'le', 'monde', 'ne', 'pouvoir', 'pas', 'suivre']",16,Voix-off,Homme,"Voix homme : "" Nouvelle RENAULT MEGANE, jusqu'à 1700 km d'autonomie. Tout le monde ne peut pas suivre...
 
 
 
 
 ... Et découvrez aussi MEGANE LIMITED dCi à partir de 17290 euros. """
32,25,Alors vous êtes décidée ?,"['alors', 'vous', 'être', 'décider']",4,Acteur,Homme,"Le vendeur (1) : "" Alors vous êtes décidée ?
L'acheteuse (2) : "" Oui !
 (1) ... Alors ?
(2) ... Celle-là !
(1) ... Laquelle ?!
 (1) ... Laaaa .... la GOLF ?!
 (2) ... Hum.
 (1) ... La..., la Golf ou le... le Tiguan ?
(2) ... Ouais ! ""
 (1) ... D'accord ! ""
 Voix homme (3) : "" Le plus dur, c'est de choisi.
 (3) ... En janvier toute la gamme VOLKSWAGEN est disponible en loyer sans apport et sans condition. Par exemple, la Polo Match suréquipée est à 170 euros par mois. ""
 Voix homme (4) : "" VOLKSWAGEN, das auto. """
33,25,Oui !,['oui'],1,Acteur,Femme,"Le vendeur (1) : "" Alors vous êtes décidée ?
L'acheteuse (2) : "" Oui !
 (1) ... Alors ?
(2) ... Celle-là !
(1) ... Laquelle ?!
 (1) ... Laaaa .... la GOLF ?!
 (2) ... Hum.
 (1) ... La..., la Golf ou le... le Tiguan ?
(2) ... Ouais ! ""
 (1) ... D'accord ! ""
 Voix homme (3) : "" Le plus dur, c'est de choisi.
 (3) ... En janvier toute la gamme VOLKSWAGEN est disponible en loyer sans apport et sans condition. Par exemple, la Polo Match suréquipée est à 170 euros par mois. ""
 Voix homme (4) : "" VOLKSWAGEN, das auto. """
34,26,Alors ?,['alors'],1,Acteur,Homme,"Le vendeur (1) : "" Alors ?
L'acheteur (2) : "" Le Tourolf.
 (1) ... Un Touran.
 (2) ... Un Tourolf.
 (1) ... Tourolf, non je ...
 (2) ... Ah mais j'hésite avec la Golfinelle.
 Voix homme (3) : "" Le plus dur, c'est de choisir.
 (3) ... En janvier toute la gamme Volkswagen est disponible en loyer sans apport et sans condition. Par exemple la Golf Cup suréquipée est à 290 euros par mois. ""
 (1) ... Et pour la couleur ? ""
(2) ... Blouge, c'est bien blouge. ""
 Voix homme (4) : "" VOLKSWAGEN, das auto. """
35,26,Le Tourolf.,"['le', 'tourolf']",2,Acteur,Homme,"Le vendeur (1) : "" Alors ?
L'acheteur (2) : "" Le Tourolf.
 (1) ... Un Touran.
 (2) ... Un Tourolf.
 (1) ... Tourolf, non je ...
 (2) ... Ah mais j'hésite avec la Golfinelle.
 Voix homme (3) : "" Le plus dur, c'est de choisir.
 (3) ... En janvier toute la gamme Volkswagen est disponible en loyer sans apport et sans condition. Par exemple la Golf Cup suréquipée est à 290 euros par mois. ""
 (1) ... Et pour la couleur ? ""
(2) ... Blouge, c'est bien blouge. ""
 Voix homme (4) : "" VOLKSWAGEN, das auto. """
36,27,"Sur renaultshop.fr, ...","['sur', 'renaultshop.fr']",2,Voix-off,Homme,"Voix homme : "" Sur renaultshop.fr, ...
 ... trouvez facilement votre RENAULT neuve immédiatement disponible dans le réseau RENAULT. 
 
 ... Pendant les jours RENAULTSHOP&GO, Twingo limited est à 109 euros par mois sans apport, mais c'est seulement jusqu'au 20 janvier. """
37,28,Tom ?!,['tom'],1,Acteur,Homme,"Le père (1) : "" Tom ?! ""
 Tom (2) : "" Euh, je voulais venir avec toi ce matin. ""
 
 
 
 
 
 Voix homme (3) : "" Nouvelle SEAT LEON ST, plus de place pour vos envies. ""
 Voix femme (4) : "" SEAT. """
38,28,"Euh, je voulais venir avec toi ce matin.","['euh', 'je', 'vouloir', 'venir', 'avec', 'toi', 'ce', 'matin']",8,Acteur,Homme,"Le père (1) : "" Tom ?! ""
 Tom (2) : "" Euh, je voulais venir avec toi ce matin. ""
 
 
 
 
 
 Voix homme (3) : "" Nouvelle SEAT LEON ST, plus de place pour vos envies. ""
 Voix femme (4) : "" SEAT. """
39,29,Tom ?!,['tom'],1,Acteur,Homme,"Le père (1) : "" Tom ?! ""
 Tom (2) : "" Heu, je voulais venir avec toi ce matin. ""
 
 
 
  Voix femme (3) : "" Nouvelle SEAT LEON ST profitez du haut de gamme LEON ST, et FR pour le prix de la finition Style. ""
 Voix femme (4) : "" SEAT. """
40,29,"Heu, je voulais venir avec toi ce matin.","['heu', 'je', 'vouloir', 'venir', 'avec', 'toi', 'ce', 'matin']",8,Acteur,Homme,"Le père (1) : "" Tom ?! ""
 Tom (2) : "" Heu, je voulais venir avec toi ce matin. ""
 
 
 
  Voix femme (3) : "" Nouvelle SEAT LEON ST profitez du haut de gamme LEON ST, et FR pour le prix de la finition Style. ""
 Voix femme (4) : "" SEAT. """
41,30,Découvrez les bons côtés de l'hiver !,"['découvrir', 'le', 'bon', 'côté', 'de', 'le', 'hiver']",7,Voix-off,Homme,"Voix homme : "" Découvrez les bons côtés de l'hiver !
 ... MINI COUNTRYMAN GETAWAY, série spéciale suréquipée à partir de 19950 euros. Egalement disponible en version diesel. """
42,31,Les sensations au volant d'une PEUGEOT sont uniques.,"['le', 'sensation', 'au', 'volant', 'de', 'un', 'peugeot', 'être', 'unique']",9,Voix-off,Femme,"Voix femme : "" Les sensations au volant d'une PEUGEOT sont uniques.
 ... Vous aussi, ...
 ... venez faire un essai et profitez de l'offre exceptionnelle TVA à 0% sur toute la gamme PEUGEOT. Portes ouvertes ce week-end. """
43,32,Tom ?!,['tom'],1,Acteur,Homme,"Le père (1) : "" Tom ?! ""
 Tom (2) : "" Heu, je voulais venir avec toi ce matin. ""
 
 
 
 Voix femme (3) : "" Ce week-end venez découvrir la nouvelle SEAT LEON ST et profitez de nos offres sans aucune conditions. ""
 Voix femme (4) : "" SEAT. """
44,32,"Heu, je voulais venir avec toi ce matin.","['heu', 'je', 'vouloir', 'venir', 'avec', 'toi', 'ce', 'matin']",8,Acteur,Homme,"Le père (1) : "" Tom ?! ""
 Tom (2) : "" Heu, je voulais venir avec toi ce matin. ""
 
 
 
 Voix femme (3) : "" Ce week-end venez découvrir la nouvelle SEAT LEON ST et profitez de nos offres sans aucune conditions. ""
 Voix femme (4) : "" SEAT. """
45,34,On peut dire que vous avez une chance extraordinaire.,"['on', 'pouvoir', 'dire', 'que', 'vous', 'avoir', 'un', 'chance', 'extraordinaire']",9,Acteur,Femme,"La femme (1) : "" On peut dire que vous avez une chance extraordinaire.
 L'homme (2) : "" Ah oui ! Une chance incroyable !
 
 (2) ... Elle est bonne pour la casse !
 (2) ... Oh ! Le bol !
 (2) ... Merci !
Voix femme (3) : "" C'est le moment de profiter des offres qui tombent à pic.
 (3) ... CITROEN C1 vitamine climatisé est à seulement 7 790 euros. Portes ouvertes ce week-end. """
46,34,Ah oui ! Une chance incroyable !,"['ah', 'oui', 'un', 'chance', 'incroyable']",5,Acteur,Homme,"La femme (1) : "" On peut dire que vous avez une chance extraordinaire.
 L'homme (2) : "" Ah oui ! Une chance incroyable !
 
 (2) ... Elle est bonne pour la casse !
 (2) ... Oh ! Le bol !
 (2) ... Merci !
Voix femme (3) : "" C'est le moment de profiter des offres qui tombent à pic.
 (3) ... CITROEN C1 vitamine climatisé est à seulement 7 790 euros. Portes ouvertes ce week-end. """
47,35,Démarrer en pente peut être bien plus risqué qu'on ne l'imagine.,"['démarrer', 'en', 'pente', 'pouvoir', 'être', 'bien', 'plus', 'risquer', 'que', 'on', 'ne', 'le', 'imaginer']",13,Voix-off,Femme,"Voix femme : "" Démarrer en pente peut être bien plus risqué qu'on ne l'imagine.
 
 ... CITROEN C4 avec aide au démarrage en pente et contrôle de traction intelligent. 
 
 
 ... CITROEN C4 VITAMINE avec climatisation et radio-CD est à seulement 12990€.
 ... Portes ouvertes ce week end. """
48,36,C'est votre voiture ?,"['ce', 'être', 'votre', 'voiture']",4,Acteur,Femme,"La femme (1) : "" C'est votre voiture ?
 L'homme (2) : "" Oui !
 (1) ... On peut dire que vous avez une chance extraordinaire.
 (2) ... Ah oui ! Une chance incroyable !
 (2) ... Elle est complètement foutue !
 (1) ... Mais quand on voit ça, c'est surtout vous qui avez eu de la chance !
 (2) ... Ah oui, oui ! Elle est bonne pour la casse !
 (2) ... Oh ! Le bol !
 (2) ... Merci, merci !
 Voix femme (3) : "" C'est le moment de profiter des offres qui tombent à pic.
 (3) ... CITROEN C4 vitamine climatisée est à seulement 12 990 euros. Portes ouvertes ce week-end. """
49,36,Oui !,['oui'],1,Acteur,Homme,"La femme (1) : "" C'est votre voiture ?
 L'homme (2) : "" Oui !
 (1) ... On peut dire que vous avez une chance extraordinaire.
 (2) ... Ah oui ! Une chance incroyable !
 (2) ... Elle est complètement foutue !
 (1) ... Mais quand on voit ça, c'est surtout vous qui avez eu de la chance !
 (2) ... Ah oui, oui ! Elle est bonne pour la casse !
 (2) ... Oh ! Le bol !
 (2) ... Merci, merci !
 Voix femme (3) : "" C'est le moment de profiter des offres qui tombent à pic.
 (3) ... CITROEN C4 vitamine climatisée est à seulement 12 990 euros. Portes ouvertes ce week-end. """
50,37,TOYOTA.,['toyota'],1,Voix-off,Femme,"Voix homme (1) : "" Le monde de demain ne sera meilleur que si la technologie automobile y participe.
 
 (1) ... C'est pour cela, qu'en janvier 2014, TOYOTA double le bonus écologique sur la YARIS HYBRIDE.
 (1) ... Soit une économie de 3 300 €.  ""
Voix femme : "" TOYOTA. """
